name;link;number
 Jerzy Tomaszewicz ;/person/Jerzy+Tomaszewicz-255061;255061
 Jerzy Wawrzak ;/person/Jerzy+Wawrzak-62544;62544
 Krzysztof Meyer ;/person/Krzysztof+Meyer-62036;62036
 Jan Twardowski ;/person/Jan+Twardowski-256458;256458
 Jerzy Kordowski ;/person/Jerzy+Kordowski-249853;249853
 Lotte Loebinger ;/person/Lotte+Loebinger-199309;199309
 Margarete Slezak ;/person/Margarete+Slezak-733619;733619
 Sepp Klose ;/person/Sepp+Klose-506874;506874
 Katarzyna Madaj-Kozłowska ;/person/Katarzyna+Madaj+Koz%C5%82owska-910520;910520
 Jerzy Peters ;/person/Jerzy+Peters-343585;343585
 Tadeusz Aleksandrowicz ;/person/Tadeusz+Aleksandrowicz-110326;110326
 Marian Maksymowicz ;/person/Marian+Maksymowicz-990737;990737
 Alicja Kot ;/person/Alicja+Kot-2526105;2526105
 Aneta Mundzia ;/person/Aneta+Mundzia-455003;455003
 Marian Zacharski ;/person/Marian+Zacharski-879226;879226
 Andrzej Chmielarczyk ;/person/Andrzej+Chmielarczyk-372934;372934
 Igor Belza ;/person/Igor+Belza-165693;165693
 Ryszard Bukowski ;/person/Ryszard+Bukowski-48413;48413
 Nowator ;/person/Nowator-1730509;1730509
 Stanisław Zając I ;/person/Stanis%C5%82aw+Zaj%C4%85c-1032561;1032561
 Natalia Durszewicz ;/person/Natalia+Durszewicz-2651078;2651078
 Alon Oleartchik ;/person/Alon+Oleartchik-561328;561328
 Sara May IX ;/person/Sara+May-2407976;2407976
 Wojciech Szawul ;/person/Wojciech+Szawul-115269;115269
 Kamil Jaczyński ;/person/Kamil+Jaczy%C5%84ski-509914;509914
 Paweł Hoszowski ;/person/Pawe%C5%82+Hoszowski-829504;829504
 Mariusz Wróblewski ;/person/Mariusz+Wr%C3%B3blewski-931036;931036
 Stanisław Grabowski ;/person/Stanis%C5%82aw+Grabowski-159891;159891
 Jack Temchin ;/person/Jack+Temchin-89338;89338
 Bogusław Kobierski ;/person/Bogus%C5%82aw+Kobierski-81412;81412
 Dariusz Nojman ;/person/Dariusz+Nojman-141179;141179
 Sławomir Kryska ;/person/S%C5%82awomir+Kryska-457144;457144
 Jola Lipka ;/person/Jola+Lipka-745421;745421
 Łukasz Stasiorowski ;/person/%C5%81ukasz+Stasiorowski-1813855;1813855
 Janusz Mrozowski ;/person/Janusz+Mrozowski-131952;131952
 Robert Hetmanowski ;/person/Robert+Hetmanowski-244855;244855
 Adrian Piontek ;/person/Adrian+Piontek-839337;839337
 Mikołaj Komar ;/person/Miko%C5%82aj+Komar-1076679;1076679
 Maria Balcerkiewiczówna ;/person/Maria+Balcerkiewicz%C3%B3wna-148823;148823
 Andrzej Krzeptowski ;/person/Andrzej+Krzeptowski-390869;390869
 Siegfried Lenz ;/person/Siegfried+Lenz-604237;604237
 Krzysztof Hejke ;/person/Krzysztof+Hejke-903055;903055
 Ryszard Kicza ;/person/Ryszard+Kicza-615898;615898
 Józef Chmieliński ;/person/J%C3%B3zef+Chmieli%C5%84ski-155609;155609
 Renata Dąbkowska ;/person/Renata+D%C4%85bkowska-224773;224773
 Wiesław Kluczkowski ;/person/Wies%C5%82aw+Kluczkowski-1101882;1101882
 Christel Peters ;/person/Christel+Peters-55630;55630
 Otto Axer ;/person/Otto+Axer-1249921;1249921
 Artur Malawski ;/person/Artur+Malawski-81537;81537
 Bożena Umińska-Keff ;/person/Bo%C5%BCena+Umi%C5%84ska+Keff-2286381;2286381
 Leopold Zbucki ;/person/Leopold+Zbucki-286851;286851
 Józefa Hennelowa ;/person/J%C3%B3zefa+Hennelowa-475855;475855
 Wanda Ostrowska II ;/person/Wanda+Ostrowska-620207;620207
 Tadeusz Lubelski ;/person/Tadeusz+Lubelski-578010;578010
 Józef Tischner ;/person/J%C3%B3zef+Tischner-569676;569676
 Wolfgang Neuss ;/person/Wolfgang+Neuss-116599;116599
 Julia Popławska ;/person/Julia+Pop%C5%82awska-923778;923778
 Jerzy Lubach ;/person/Jerzy+Lubach-111727;111727
 Michał Materla ;/person/Micha%C5%82+Materla-2408526;2408526
 Jakub Kosecki ;/person/Jakub+Kosecki-2408602;2408602
 Michał Bałucki ;/person/Micha%C5%82+Ba%C5%82ucki-1573455;1573455
 Janusz Odziemkowski ;/person/Janusz+Odziemkowski-1242952;1242952
 Zbigniew Brzozowski I ;/person/Zbigniew+Brzozowski-1509621;1509621
 Anne G. Sterling ;/person/Anne+G.+Sterling-2258521;2258521
 Sławomir Koehler ;/person/S%C5%82awomir+Koehler-697948;697948
 Adam Bielecki ;/person/Adam+Bielecki-2571347;2571347
 Wojciech Koronkiewicz ;/person/Wojciech+Koronkiewicz-651479;651479
 Krzysztof Iglikowski ;/person/Krzysztof+Iglikowski-108834;108834
 Jerzy Wąsowicz ;/person/Jerzy+W%C4%85sowicz-603658;603658
 Andrzej Osiecki ;/person/Andrzej+Osiecki-383001;383001
 Robert Rząca ;/person/Robert+Rz%C4%85ca-1089008;1089008
 Zbigniew Proszowski ;/person/Zbigniew+Proszowski-56896;56896
 Dominik Kozioł ;/person/Dominik+Kozio%C5%82-99508;99508
 Magdalena Dwurzyńska ;/person/Magdalena+Dwurzy%C5%84ska-2360443;2360443
 W. Lee Wilder ;/person/W.+Lee+Wilder-180121;180121
 Andrzej Wójcik I ;/person/Andrzej+W%C3%B3jcik-382731;382731
 Antoni Halor ;/person/Antoni+Halor-64318;64318
 Grzegorz Torzecki ;/person/Grzegorz+Torzecki-77542;77542
 Jerzy Jarocki ;/person/Jerzy+Jarocki-581666;581666
 Wojciech Bartnik ;/person/Wojciech+Bartnik-1703602;1703602
 Bartek Kaminski ;/person/Bartek+Kaminski-679970;679970
 Jakub Stożek ;/person/Jakub+Sto%C5%BCek-805181;805181
 Bart Voitila ;/person/Bart+Voitila-854669;854669
 Sabina Śnioch ;/person/Sabina+%C5%9Anioch-241287;241287
 Tomasz Filipczak ;/person/Tomasz+Filipczak-207853;207853
 Maciej Błoński ;/person/Maciej+B%C5%82o%C5%84ski-674449;674449
 Adam Rogatty ;/person/Adam+Rogatty-61989;61989
 Władysław Ebert ;/person/W%C5%82adys%C5%82aw+Ebert-266934;266934
 Lena Urbańska ;/person/Lena+Urba%C5%84ska-1108718;1108718
 Jerzy Gajzler ;/person/Jerzy+Gajzler-171130;171130
 Leszek Winnicki ;/person/Leszek+Winnicki-62087;62087
 Jan Olejniczak ;/person/Jan+Olejniczak-113066;113066
 Jerzy Ciemniewski ;/person/Jerzy+Ciemniewski-475856;475856
 Kazimierz Lewicki ;/person/Kazimierz+Lewicki-264873;264873
 Arkadiusz Gęsikowski ;/person/Arkadiusz+G%C4%99sikowski-84820;84820
 Koras ;/person/Koras-815949;815949
 Marek Sobczyk II ;/person/Marek+Sobczyk-1001732;1001732
 Adam Kulik ;/person/Adam+Kulik-777336;777336
 Wojciech Sieczkowski ;/person/Wojciech+Sieczkowski-2115215;2115215
 Józefina Pellegrini ;/person/J%C3%B3zefina+Pellegrini-478154;478154
 Aleksander Klepacz ;/person/Aleksander+Klepacz-372038;372038
 Igor Krenz ;/person/Igor+Krenz-1941649;1941649
 Agnieszka Kumor ;/person/Agnieszka+Kumor-330374;330374
 Bartłomiej Wiater ;/person/Bart%C5%82omiej+Wiater-2680189;2680189
 Bolesław Taborski ;/person/Boles%C5%82aw+Taborski-1570477;1570477
 Krzysztof Langda ;/person/Krzysztof+Langda-95299;95299
 Natalya Naum ;/person/Natalya+Naum-127789;127789
 Joanna Duda-Gwiazda ;/person/Joanna+Duda+Gwiazda-2262727;2262727
 Stanisław Zięciakiewicz ;/person/Stanis%C5%82aw+Zi%C4%99ciakiewicz-1678313;1678313
 Rafał Leszczyński ;/person/Rafa%C5%82+Leszczy%C5%84ski-1572224;1572224
 Anka Górajka ;/person/Anka+G%C3%B3rajka-1897070;1897070
 Helena Górska-Brylińska ;/person/Helena+G%C3%B3rska+Bryli%C5%84ska-88699;88699
 Helena Górska-Brylińska ;/person/Helena+G%C3%B3rska+Bryli%C5%84ska-88699;88699
 Łukasz Kurosad ;/person/%C5%81ukasz+Kurosad-592872;592872
 Krzysztof Kołaczkowski ;/person/Krzysztof+Ko%C5%82aczkowski-604880;604880
 Zofia Łapicka ;/person/Zofia+%C5%81apicka-614942;614942
 Adrian Kilar ;/person/Adrian+Kilar-742203;742203
 Janusz Zajdel ;/person/Janusz+Zajdel-1670677;1670677
 Tomasz Siwiński ;/person/Tomasz+Siwi%C5%84ski-1580147;1580147
 Aleksandra Fajęcka ;/person/Aleksandra+Faj%C4%99cka-628543;628543
 Marianna Sapińska ;/person/Marianna+Sapi%C5%84ska-1090337;1090337
 Przemysław Kania ;/person/Przemys%C5%82aw+Kania-925996;925996
 Tadeusz Rolke ;/person/Tadeusz+Rolke-1714763;1714763
 Władysław Kozłowski ;/person/W%C5%82adys%C5%82aw+Koz%C5%82owski-151977;151977
 Maria Siniarska ;/person/Maria+Siniarska-1243499;1243499
 Chava Alberstein ;/person/Chava+Alberstein-583409;583409
 Herbert A.E. Böhme ;/person/Herbert+A.E.+B%C3%B6hme-260874;260874
 Barbara Prośniewska ;/person/Barbara+Pro%C5%9Bniewska-623075;623075
 Przemysław Miarczyński ;/person/Przemys%C5%82aw+Miarczy%C5%84ski-2406482;2406482
 Ryszard Kłyś ;/person/Ryszard+K%C5%82y%C5%9B-58449;58449
 Filip Żarnecki ;/person/Filip+%C5%BBarnecki-1063580;1063580
 Piotr Klimek ;/person/Piotr+Klimek-767500;767500
 Michał Rytel ;/person/Micha%C5%82+Rytel-1520603;1520603
 Igor Daniel ;/person/Igor+Daniel-613941;613941
 Elżbieta Protakiewicz ;/person/El%C5%BCbieta+Protakiewicz-344708;344708
 Wacław Gąsiorowski ;/person/Wac%C5%82aw+G%C4%85siorowski-88544;88544
 Kazimierz Prószyński ;/person/Kazimierz+Pr%C3%B3szy%C5%84ski-49850;49850
 Natalia Radwan-Richard ;/person/Natalia+Radwan+Richard-671737;671737
 Magdalena Korpas ;/person/Magdalena+Korpas-1976229;1976229
 Adam Zadworny ;/person/Adam+Zadworny-363707;363707
 Kacper Sawicki ;/person/Kacper+Sawicki-1145553;1145553
 Zbigniew Lampart ;/person/Zbigniew+Lampart-95948;95948
 Mirosław Chojecki ;/person/Miros%C5%82aw+Chojecki-437935;437935
 Marcin Sucharski ;/person/Marcin+Sucharski-2239190;2239190
 Marcin Czyżniewski ;/person/Marcin+Czy%C5%BCniewski-161666;161666
 Alicja Wosik ;/person/Alicja+Wosik-830044;830044
 Julian Radziewicz ;/person/Julian+Radziewicz-875696;875696
 Lucyna Wróbel ;/person/Lucyna+Wr%C3%B3bel-974362;974362
 Julia Ruszkiewicz ;/person/Julia+Ruszkiewicz-821759;821759
 Eugenia Drabik ;/person/Eugenia+Drabik-140650;140650
 Kazimierz Tałaj ;/person/Kazimierz+Ta%C5%82aj-266373;266373
 Hubert Wagner ;/person/Hubert+Wagner-1001752;1001752
 Jerzy Abratowski ;/person/Jerzy+Abratowski-115135;115135
 Sławomir Nitras ;/person/S%C5%82awomir+Nitras-2119892;2119892
 Tadeusz Worontkiewicz ;/person/Tadeusz+Worontkiewicz-913505;913505
 Kazimierz Siedlecki ;/person/Kazimierz+Siedlecki-1003148;1003148
 Piotr Friedrich ;/person/Piotr+Friedrich-1637044;1637044
 Stanisław Olejniczak I ;/person/Stanis%C5%82aw+Olejniczak-2026072;2026072
 Daniel Kustosik ;/person/Daniel+Kustosik-592819;592819
 Wojciech A. Hoffmann ;/person/Wojciech+A.+Hoffmann-2616688;2616688
 Karolina Żułcińska ;/person/Karolina+%C5%BBu%C5%82ci%C5%84ska-1780668;1780668
 Mikhail Astangov ;/person/Mikhail+Astangov-408284;408284
 Krzysztof Bogdanowicz ;/person/Krzysztof+Bogdanowicz-81057;81057
 Helena Zahorska ;/person/Helena+Zahorska-88940;88940
 Eugeniusz Lotar ;/person/Eugeniusz+Lotar-601483;601483
 Georg Leopold ;/person/Georg+Leopold-109337;109337
 Sławomir Łubiński ;/person/S%C5%82awomir+%C5%81ubi%C5%84ski-297020;297020
 Marcin Surma ;/person/Marcin+Surma-2072224;2072224
 Mieczysław Iwanicki ;/person/Mieczys%C5%82aw+Iwanicki-94323;94323
 Piotr Gacek ;/person/Piotr+Gacek-2131187;2131187
 Marek Raczkowski ;/person/Marek+Raczkowski-2407761;2407761
 Darek Szermanowicz ;/person/Darek+Szermanowicz-614219;614219
 Bohdan Drozdowski ;/person/Bohdan+Drozdowski-48657;48657
 Wiesław Dąbrowski ;/person/Wies%C5%82aw+D%C4%85browski-779712;779712
 Thekla Carola Wied ;/person/Thekla+Carola+Wied-88831;88831
 Bernard Blaut ;/person/Bernard+Blaut-1808016;1808016
 Paul Rochin ;/person/Paul+Rochin-1257515;1257515
 Maciej Szczęsny ;/person/Maciej+Szcz%C4%99sny-2407985;2407985
 Małgorzata Szejnert ;/person/Ma%C5%82gorzata+Szejnert-61367;61367
 Stanisław Paska ;/person/Stanis%C5%82aw+Paska-68225;68225
 Wanda Grzeczkowska ;/person/Wanda+Grzeczkowska-62547;62547
 Artur Kusaj ;/person/Artur+Kusaj-369814;369814
 Henryk Samsonowicz ;/person/Henryk+Samsonowicz-593706;593706
 Anna Polit ;/person/Anna+Polit-870952;870952
 Hanna Hartowicz-Kosińska ;/person/Hanna+Hartowicz+Kosi%C5%84ska-964858;964858
 Przemysław Żychowski ;/person/Przemys%C5%82aw+%C5%BBychowski-1206601;1206601
 Tomasz Szymuś ;/person/Tomasz+Szymu%C5%9B-520957;520957
 Radosław Górka ;/person/Rados%C5%82aw+G%C3%B3rka-104759;104759
 Jacek Kurowski ;/person/Jacek+Kurowski-598911;598911
 Michał Danecki ;/person/Micha%C5%82+Danecki-59655;59655
 Mirosław P. Jabłoński ;/person/Miros%C5%82aw+P.+Jab%C5%82o%C5%84ski-1787734;1787734
 Marta Przybora ;/person/Marta+Przybora-1643079;1643079
 Jerzy Grotowski ;/person/Jerzy+Grotowski-538637;538637
 Leonard Ordo ;/person/Leonard+Ordo-1301708;1301708
 Ewa Stojowska ;/person/Ewa+Stojowska-370138;370138
 Mieczysław Jabłoński I ;/person/Mieczys%C5%82aw+Jab%C5%82o%C5%84ski-309746;309746
 Tomasz Pijanowski ;/person/Tomasz+Pijanowski-94878;94878
 Maria Stangret-Kantor ;/person/Maria+Stangret+Kantor-647268;647268
 Tomasz Tomaszewski II ;/person/Tomasz+Tomaszewski-1977567;1977567
 Katarzyna Krosny ;/person/Katarzyna+Krosny-377462;377462
 Grzegorz Kazibudzki ;/person/Grzegorz+Kazibudzki-775651;775651
 Grzegorz Widera ;/person/Grzegorz+Widera-592193;592193
 Karol Donda ;/person/Karol+Donda-2578117;2578117
 Karol Korytowski ;/person/Karol+Korytowski-2041890;2041890
 Szymon Kluz ;/person/Szymon+Kluz-556768;556768
 Harry Cort ;/person/Harry+Cort-83018;83018
 Leszek Mikułowski ;/person/Leszek+Miku%C5%82owski-151979;151979
 Czesław Meissner ;/person/Czes%C5%82aw+Meissner-76412;76412
 Krzysztof Czajka ;/person/Krzysztof+Czajka-404653;404653
 Jerzy Tuszewski ;/person/Jerzy+Tuszewski-649923;649923
 Marcin Wójcik III ;/person/Marcin+W%C3%B3jcik-2524575;2524575
 Robert Sowa II ;/person/Robert+Sowa-2417471;2417471
 Zbigniew Szymonowicz ;/person/Zbigniew+Szymonowicz-48781;48781
 Aleksandra Pająk ;/person/Aleksandra+Paj%C4%85k-1683191;1683191
 Barbara Czapska ;/person/Barbara+Czapska-858984;858984
 Xymena Zaniewska ;/person/Xymena+Zaniewska-581668;581668
 Grzegorz Brzozowicz ;/person/Grzegorz+Brzozowicz-767501;767501
 Zbigniew Prus-Niewiadomski ;/person/Zbigniew+Prus+Niewiadomski-341617;341617
 Marta Dobosz ;/person/Marta+Dobosz-77907;77907
 Jerzy Kurczewski ;/person/Jerzy+Kurczewski-48659;48659
 Maciej Rybus ;/person/Maciej+Rybus-923471;923471
 Tomasz Organek ;/person/Tomasz+Organek-2186327;2186327
 Witold Filler ;/person/Witold+Filler-79983;79983
 Artur Borzewski ;/person/Artur+Borzewski-87697;87697
 Andrzej Dec ;/person/Andrzej+Dec-93802;93802
 Bolesław Horski ;/person/Boles%C5%82aw+Horski-165858;165858
 Zdzisław Nardelli ;/person/Zdzis%C5%82aw+Nardelli-618125;618125
 Anna Lodej ;/person/Anna+Lodej-866996;866996
 Barbara Lewandowska ;/person/Barbara+Lewandowska-110953;110953
 Mateusz Dymek ;/person/Mateusz+Dymek-131912;131912
 Roman Lis ;/person/Roman+Lis-289231;289231
 Paulina Lombarowicz ;/person/Paulina+Lombarowicz-691726;691726
 Emil Chaberski ;/person/Emil+Chaberski-86816;86816
 Rafał Malczewski ;/person/Rafa%C5%82+Malczewski-390864;390864
 Małgorzata Pruszyńska ;/person/Ma%C5%82gorzata+Pruszy%C5%84ska-615860;615860
 Aleksander Wolszczan ;/person/Aleksander+Wolszczan-808676;808676
 Stanisław Olejarnik ;/person/Stanis%C5%82aw+Olejarnik-658585;658585
 Sandra Lewandowska ;/person/Sandra+Lewandowska-2406465;2406465
 Ryszard Ostromęcki ;/person/Ryszard+Ostrom%C4%99cki-354844;354844
 Tadeusz Gąsienica-Giewont ;/person/Tadeusz+G%C4%85sienica+Giewont-108466;108466
 Jan Uryga ;/person/Jan+Uryga-237409;237409
 Piotr Erlich ;/person/Piotr+Erlich-915662;915662
 Alina Afanasjew ;/person/Alina+Afanasjew-171134;171134
 Władysław Daszewski ;/person/W%C5%82adys%C5%82aw+Daszewski-832064;832064
 Iwo Białynicki-Birula ;/person/Iwo+Bia%C5%82ynicki+Birula-1980180;1980180
 Andrzej Ziółkowski II ;/person/Andrzej+Zi%C3%B3%C5%82kowski-2375252;2375252
 Robert Rhodin ;/person/Robert+Rhodin-836263;836263
 Weronika Twardowska ;/person/Weronika+Twardowska-432055;432055
 Piotr Mikucki ;/person/Piotr+Mikucki-54916;54916
 Maciek Silski ;/person/Maciek+Silski-2407349;2407349
 Bolesław Nowak ;/person/Boles%C5%82aw+Nowak-622170;622170
 Maciej Sieński ;/person/Maciej+Sie%C5%84ski-115134;115134
 Piotr Tylko-Tylczyński ;/person/Piotr+Tylko+Tylczy%C5%84ski-1659180;1659180
 Anna Filusz-Błaut ;/person/Anna+Filusz+B%C5%82aut-778608;778608
 Konrad Szczeciński ;/person/Konrad+Szczeci%C5%84ski-869978;869978
 Jolanta Konopka ;/person/Jolanta+Konopka-2398385;2398385
 Natasza Czarmińska ;/person/Natasza+Czarmi%C5%84ska-47638;47638
 Krzysztof Cegielski ;/person/Krzysztof+Cegielski-1661076;1661076
 Jeremi Sikorski ;/person/Jeremi+Sikorski-2709987;2709987
 Barbara Wachowicz ;/person/Barbara+Wachowicz-8710;8710
 Bartosz Kapustka ;/person/Bartosz+Kapustka-2336339;2336339
 Wojciech Łuczaj-Pogorzelski ;/person/Wojciech+%C5%81uczaj+Pogorzelski-79979;79979
 Henryk Cymerman ;/person/Henryk+Cymerman-133767;133767
 Antoni Kopff ;/person/Antoni+Kopff-99966;99966
 Malina Malinowska-Wollen ;/person/Malina+Malinowska+Wollen-349045;349045
 Marta Ogrodzińska ;/person/Marta+Ogrodzi%C5%84ska-1697611;1697611
 Andrzej Kroczyński ;/person/Andrzej+Kroczy%C5%84ski-122371;122371
 Eugeniusz Nowakowski ;/person/Eugeniusz+Nowakowski-342643;342643
 Aleksandra Dytko ;/person/Aleksandra+Dytko-1621093;1621093
 Halina Słonicka ;/person/Halina+S%C5%82onicka-8753;8753
 Zofia Kucharska-Kowalik ;/person/Zofia+Kucharska+Kowalik-538860;538860
 Barbara Romanowicz ;/person/Barbara+Romanowicz-612710;612710
 Jerzy Bielak ;/person/Jerzy+Bielak-1621338;1621338
 Ewa Pachońska ;/person/Ewa+Pacho%C5%84ska-270664;270664
 Andrzej Traczykowski ;/person/Andrzej+Traczykowski-755936;755936
 Zuzanna Gaińska ;/person/Zuzanna+Gai%C5%84ska-1817507;1817507
 Włodzimierz Leśkiewicz ;/person/W%C5%82odzimierz+Le%C5%9Bkiewicz-310901;310901
 Diana Kulińska ;/person/Diana+Kuli%C5%84ska-527308;527308
 Danuta Widuch-Jagielska ;/person/Danuta+Widuch+Jagielska-607544;607544
 Ireneusz Wykurz ;/person/Ireneusz+Wykurz-152892;152892
 Henryk Kucharzuk ;/person/Henryk+Kucharzuk-459701;459701
 Lucyna Messal ;/person/Lucyna+Messal-64228;64228
 Bartłomiej Sienkiewicz ;/person/Bart%C5%82omiej+Sienkiewicz-1280145;1280145
 Mariola Brillowska ;/person/Mariola+Brillowska-1203975;1203975
 Kacper Lepieszkiewicz ;/person/Kacper+Lepieszkiewicz-76687;76687
 Józef Ozga-Michalski ;/person/J%C3%B3zef+Ozga+Michalski-84144;84144
 Michał Nekanda-Trepka ;/person/Micha%C5%82+Nekanda+Trepka-93322;93322
 Aleksander Lasoń ;/person/Aleksander+Laso%C5%84-581933;581933
 Adolf Rudnicki ;/person/Adolf+Rudnicki-47621;47621
 Marek Jóźwiak ;/person/Marek+J%C3%B3%C5%BAwiak-233767;233767
 Michał Bajor II ;/person/Micha%C5%82+Bajor-379319;379319
 Jan January Janczak ;/person/Jan+January+Janczak-94290;94290
 Jacek Schmidt ;/person/Jacek+Schmidt-86513;86513
 Jacek Szota ;/person/Jacek+Szota-484873;484873
 Harold Dyrenforth ;/person/Harold+Dyrenforth-315274;315274
 Paweł Narożnik ;/person/Pawe%C5%82+Naro%C5%BCnik-609448;609448
 Mariusz Suszek ;/person/Mariusz+Suszek-1624747;1624747
 Andrzej Kowalski ;/person/Andrzej+Kowalski-238089;238089
 Marzena Mróz ;/person/Marzena+Mr%C3%B3z-527200;527200
 Cezary Chlebowski ;/person/Cezary+Chlebowski-89375;89375
 Jerzy Antkowiak ;/person/Jerzy+Antkowiak-413098;413098
 Kuba Abrahamowicz ;/person/Kuba+Abrahamowicz-207581;207581
 Jacek Łechtański ;/person/Jacek+%C5%81echta%C5%84ski-132974;132974
 Paweł Browczuk ;/person/Pawe%C5%82+Browczuk-2586904;2586904
 Zenon Plech ;/person/Zenon+Plech-1737509;1737509
 Krzysztof Gołąbek ;/person/Krzysztof+Go%C5%82%C4%85bek-610701;610701
 Jakub Wawrzyniak ;/person/Jakub+Wawrzyniak-1984936;1984936
 Katarzyna Kunicka ;/person/Katarzyna+Kunicka-2613493;2613493
 Zdzisław Socha ;/person/Zdzis%C5%82aw+Socha-544388;544388
 Marcin Pieczonka ;/person/Marcin+Pieczonka-113258;113258
 Ewa Najwer ;/person/Ewa+Najwer-626337;626337
 Iwona Sadowska ;/person/Iwona+Sadowska-1958067;1958067
 Paulina Figlarz ;/person/Paulina+Figlarz-1303903;1303903
 Mateusz Witczuk ;/person/Mateusz+Witczuk-1756550;1756550
 Pola Wnuk ;/person/Pola+Wnuk-923432;923432
 Marian Czauski ;/person/Marian+Czauski-64225;64225
 Maciej Garliński ;/person/Maciej+Garli%C5%84ski-203756;203756
 Władysław Bugayski-Prus ;/person/W%C5%82adys%C5%82aw+Bugayski+Prus-329742;329742
 Zbigniew Kurtycz ;/person/Zbigniew+Kurtycz-1756967;1756967
 Tadeusz Hołuj ;/person/Tadeusz+Ho%C5%82uj-62155;62155
 Kazimierz Sheybal ;/person/Kazimierz+Sheybal-555052;555052
 Grzegorz Kowalski ;/person/Grzegorz+Kowalski-506225;506225
 Eugeniusz Wojnar ;/person/Eugeniusz+Wojnar-256574;256574
 Karl Junge-Swinburne ;/person/Karl+Junge+Swinburne-761624;761624
 Sylwia Kucharska ;/person/Sylwia+Kucharska-552225;552225
 Emade ;/person/Emade-1757343;1757343
 Witold Leśniewicz ;/person/Witold+Le%C5%9Bniewicz-617011;617011
 Kazimierz Madejski ;/person/Kazimierz+Madejski-109568;109568
 Stanisław Jędrzejewski ;/person/Stanis%C5%82aw+J%C4%99drzejewski-354857;354857
 Włodzimierz Liksza ;/person/W%C5%82odzimierz+Liksza-374890;374890
 Piotr Charczuk ;/person/Piotr+Charczuk-1835252;1835252
 Maria Szajer ;/person/Maria+Szajer-183373;183373
 Estera Kowalska ;/person/Estera+Kowalska-458902;458902
 Krzysztof Bara ;/person/Krzysztof+Bara-2471733;2471733
 Arkadiusz Rybicki ;/person/Arkadiusz+Rybicki-421956;421956
 Augustyn Bloch ;/person/Augustyn+Bloch-569757;569757
 Sławek Wierzcholski ;/person/S%C5%82awek+Wierzcholski-990507;990507
 Marek Januszewicz ;/person/Marek+Januszewicz-99109;99109
 Agnieszka Wesołowska ;/person/Agnieszka+Weso%C5%82owska-258280;258280
 Waldemar Tkaczyk ;/person/Waldemar+Tkaczyk-1141605;1141605
 Janusz Star ;/person/Janusz+Star-113086;113086
 Katarzyna Szumowska ;/person/Katarzyna+Szumowska-1704412;1704412
 Ruth Weyher ;/person/Ruth+Weyher-83419;83419
 Bogusław Hubicki ;/person/Bogus%C5%82aw+Hubicki-273195;273195
 Zbigniew Leciński ;/person/Zbigniew+Leci%C5%84ski-785546;785546
 Wilhelm Wichurski ;/person/Wilhelm+Wichurski-593896;593896
 Halina Cieszkowska ;/person/Halina+Cieszkowska-316986;316986
 Sylwia Bojarska ;/person/Sylwia+Bojarska-9655;9655
 Krzysztof Różański ;/person/Krzysztof+R%C3%B3%C5%BCa%C5%84ski-1732476;1732476
 Marta Sutor ;/person/Marta+Sutor-2663337;2663337
 Maciej Piotrowski ;/person/Maciej+Piotrowski-614214;614214
 Kamil Sipowicz ;/person/Kamil+Sipowicz-1145201;1145201
 Tomasz Bonin ;/person/Tomasz+Bonin-1067174;1067174
 Wojciech Antosik ;/person/Wojciech+Antosik-1090497;1090497
 Krzysztof Jaślar ;/person/Krzysztof+Ja%C5%9Blar-925018;925018
 Karol Chorzewski ;/person/Karol+Chorzewski-685318;685318
 Agnieszka Nejman ;/person/Agnieszka+Nejman-1029691;1029691
 Konrad Piasecki ;/person/Konrad+Piasecki-769336;769336
 Renata Borowczak ;/person/Renata+Borowczak-128958;128958
 Ambroży Klimczak ;/person/Ambro%C5%BCy+Klimczak-254239;254239
 Leszek Płoński ;/person/Leszek+P%C5%82o%C5%84ski-888184;888184
 Tomasz Kalita ;/person/Tomasz+Kalita-2119886;2119886
 Aleksander Szczygło ;/person/Aleksander+Szczyg%C5%82o-2119891;2119891
 Elżbieta Ksel ;/person/El%C5%BCbieta+Ksel-319207;319207
 Jadwiga Bogusz-Fitio ;/person/Jadwiga+Bogusz+Fitio-888743;888743
 Edmund Szafrański ;/person/Edmund+Szafra%C5%84ski-571230;571230
 Mira Rychlicka ;/person/Mira+Rychlicka-647270;647270
 Przemysław Miękinia ;/person/Przemys%C5%82aw+Mi%C4%99kinia-1063497;1063497
 Grzegorz Płocha ;/person/Grzegorz+P%C5%82ocha-464305;464305
 Andrzej Wyrozębski ;/person/Andrzej+Wyroz%C4%99bski-85077;85077
 Aleksandra Walusiak ;/person/Aleksandra+Walusiak-1816074;1816074
 Tomasz Gajewski I ;/person/Tomasz+Gajewski-138428;138428
 Katarzyna Weredyńska ;/person/Katarzyna+Weredy%C5%84ska-610693;610693
 Maksymilian Chmielarczyk ;/person/Maksymilian+Chmielarczyk-955551;955551
 Włodzimierz Plaskota ;/person/W%C5%82odzimierz+Plaskota-77537;77537
 Dizkret ;/person/Dizkret-1730498;1730498
 Marta Cichorska ;/person/Marta+Cichorska-2662810;2662810
 Zdzisława (Żelisława) Malska ;/person/Zdzis%C5%82awa+%28%C5%BBelis%C5%82awa%29+Malska-607075;607075
 Zdzisław Suwalski ;/person/Zdzis%C5%82aw+Suwalski-416245;416245
 Julian Tuwim ;/person/Julian+Tuwim-612916;612916
