name;link;number
 Dominika Walo ;/person/Dominika+Walo-2382681;2382681
 Marcin Wojciechowski II ;/person/Marcin+Wojciechowski-2017688;2017688
 Zygmunt Samosiuk ;/person/Zygmunt+Samosiuk-12682;12682
 Jerzy Złotnicki ;/person/Jerzy+Z%C5%82otnicki-47556;47556
 Dariusz Majchrzak ;/person/Dariusz+Majchrzak-99468;99468
 Justyna Steczkowska ;/person/Justyna+Steczkowska-5687;5687
 Marek Ślosarski ;/person/Marek+%C5%9Alosarski-342169;342169
 Tadeusz Lampka ;/person/Tadeusz+Lampka-90540;90540
 Zbigniew Bogdański ;/person/Zbigniew+Bogda%C5%84ski-67420;67420
 Doman Nowakowski ;/person/Doman+Nowakowski-87741;87741
 Katarzyna Tlałka ;/person/Katarzyna+Tla%C5%82ka-177653;177653
 Andrzej Buszewicz ;/person/Andrzej+Buszewicz-66887;66887
 Zbigniew Borek ;/person/Zbigniew+Borek-64294;64294
 Dorota Wellman ;/person/Dorota+Wellman-874061;874061
 Marcel Borowiec ;/person/Marcel+Borowiec-402078;402078
 Wojciech Medyński ;/person/Wojciech+Medy%C5%84ski-31639;31639
 Łukasz Gutt ;/person/%C5%81ukasz+Gutt-464713;464713
 Henryk Baranowski ;/person/Henryk+Baranowski-60189;60189
 Ryszard Ostałowski ;/person/Ryszard+Osta%C5%82owski-60419;60419
 Anna Oberc ;/person/Anna+Oberc-812416;812416
 Andrzej Mrozek I ;/person/Andrzej+Mrozek-54766;54766
 Kinga Ciesielska ;/person/Kinga+Ciesielska-235135;235135
 Beata Poźniak-Daniels ;/person/Beata+Po%C5%BAniak+Daniels-93422;93422
 Łukasz Kośmicki ;/person/%C5%81ukasz+Ko%C5%9Bmicki-10439;10439
 Mirosław Kropielnicki ;/person/Miros%C5%82aw+Kropielnicki-379685;379685
 Bolesław Kamiński ;/person/Boles%C5%82aw+Kami%C5%84ski-311045;311045
 Czesław Jaroszyński ;/person/Czes%C5%82aw+Jaroszy%C5%84ski-59519;59519
 Andrzej J. Jaroszewicz ;/person/Andrzej+J.+Jaroszewicz-490;490
 Marek Richter ;/person/Marek+Richter-243576;243576
 Adam Sikora I ;/person/Adam+Sikora-11916;11916
 Jacek Romanowski ;/person/Jacek+Romanowski-6796;6796
 Jolanta Mrotek ;/person/Jolanta+Mrotek-129832;129832
 Alicja Sędzińska ;/person/Alicja+S%C4%99dzi%C5%84ska-45229;45229
 Joanna Pokojska ;/person/Joanna+Pokojska-140198;140198
 Ada Fijał ;/person/Ada+Fija%C5%82-157404;157404
 Maciej Maciejewski III ;/person/Maciej+Maciejewski-2072097;2072097
 Andrzej Kłak ;/person/Andrzej+K%C5%82ak-2030707;2030707
 Przemysław Saleta ;/person/Przemys%C5%82aw+Saleta-5989;5989
 Ewa Borowik ;/person/Ewa+Borowik-59256;59256
 Włodzimierz Szaranowicz ;/person/W%C5%82odzimierz+Szaranowicz-434794;434794
 Rudi Schubert ;/person/Rudi+Schubert-53921;53921
 Janusz Onufrowicz ;/person/Janusz+Onufrowicz-43351;43351
 Karolina Sawka ;/person/Karolina+Sawka-31464;31464
 Andrzej Butruk ;/person/Andrzej+Butruk-89394;89394
 Przemysław Gintrowski ;/person/Przemys%C5%82aw+Gintrowski-12797;12797
 Rafał Dajbor ;/person/Rafa%C5%82+Dajbor-230673;230673
 Roksana Krzemińska ;/person/Roksana+Krzemi%C5%84ska-273914;273914
 Piotr Śliskowski ;/person/Piotr+%C5%9Aliskowski-86471;86471
 Marcin Sosnowski ;/person/Marcin+Sosnowski-64512;64512
 Jan Zdrojewski ;/person/Jan+Zdrojewski-62360;62360
 Mirosław Guzowski ;/person/Miros%C5%82aw+Guzowski-71641;71641
 Maciej Jachowski ;/person/Maciej+Jachowski-847675;847675
 Alicja Wyszyńska ;/person/Alicja+Wyszy%C5%84ska-49733;49733
 Andrzej Chrzanowski I ;/person/Andrzej+Chrzanowski-5816;5816
 Bolesław Idziak ;/person/Boles%C5%82aw+Idziak-50795;50795
 Maria Kowalik ;/person/Maria+Kowalik-47631;47631
 Stefan Popkowski ;/person/Stefan+Popkowski-8726;8726
 Magdalena Scholl ;/person/Magdalena+Scholl-63338;63338
 Jolanta Zykun ;/person/Jolanta+Zykun-64489;64489
 Marcin Prokop ;/person/Marcin+Prokop-874060;874060
 Kazimierz Ostrowicz ;/person/Kazimierz+Ostrowicz-64517;64517
 Andrzej Bogusz ;/person/Andrzej+Bogusz-139729;139729
 Ireneusz Dydliński ;/person/Ireneusz+Dydli%C5%84ski-141095;141095
 Henryk Kluba ;/person/Henryk+Kluba-8830;8830
 Anna Piróg ;/person/Anna+Pir%C3%B3g-7888;7888
 Bartłomiej Magdziarz ;/person/Bart%C5%82omiej+Magdziarz-275753;275753
 Michał Jarmicki ;/person/Micha%C5%82+Jarmicki-144410;144410
 Jakub Przebindowski ;/person/Jakub+Przebindowski-93226;93226
 Wojciech Łozowski ;/person/Wojciech+%C5%81ozowski-1709311;1709311
 Maciej Lisiecki ;/person/Maciej+Lisiecki-1953048;1953048
 Krystyna Karkowska ;/person/Krystyna+Karkowska-82862;82862
 Wacław Adamczyk ;/person/Wac%C5%82aw+Adamczyk-207622;207622
 Mateusz Młodzianowski ;/person/Mateusz+M%C5%82odzianowski-207501;207501
 Franciszek Dziduch ;/person/Franciszek+Dziduch-1560516;1560516
 Łukasz Karwowski ;/person/%C5%81ukasz+Karwowski-42845;42845
 Patrycja Durska ;/person/Patrycja+Durska-31638;31638
 Rafał Iwaniuk ;/person/Rafa%C5%82+Iwaniuk-875162;875162
 Maria Garbowska ;/person/Maria+Garbowska-78189;78189
 Piotr Rzymyszkiewicz ;/person/Piotr+Rzymyszkiewicz-76933;76933
 Andrzej Brzeski ;/person/Andrzej+Brzeski-213563;213563
 Jacek Januszyk ;/person/Jacek+Januszyk-48157;48157
 Jerzy Kozakiewicz ;/person/Jerzy+Kozakiewicz-49404;49404
 Piotr Gulczyński ;/person/Piotr+Gulczy%C5%84ski-53920;53920
 Mikołaj Radwan ;/person/Miko%C5%82aj+Radwan-58951;58951
 Małgorzata Werner ;/person/Ma%C5%82gorzata+Werner-152095;152095
 Natalia Szyguła ;/person/Natalia+Szygu%C5%82a-658724;658724
 Marek Kaliszuk ;/person/Marek+Kaliszuk-396148;396148
 Anna Łopatowska ;/person/Anna+%C5%81opatowska-311468;311468
 Paweł Gędłek ;/person/Pawe%C5%82+G%C4%99d%C5%82ek-61472;61472
 Rafał Żabiński ;/person/Rafa%C5%82+%C5%BBabi%C5%84ski-152973;152973
 Ryszard Dembiński ;/person/Ryszard+Dembi%C5%84ski-53533;53533
 Bartosz Głogowski ;/person/Bartosz+G%C5%82ogowski-345225;345225
 Michał Marczak ;/person/Micha%C5%82+Marczak-1238967;1238967
 Ewa Jastrzębska ;/person/Ewa+Jastrz%C4%99bska-393348;393348
 Mirosława Dubrawska ;/person/Miros%C5%82awa+Dubrawska-51713;51713
 Karol Bernacki ;/person/Karol+Bernacki-2492170;2492170
 Józef Kondrat ;/person/J%C3%B3zef+Kondrat-47623;47623
 Marek Bogucki ;/person/Marek+Bogucki-243856;243856
 Aleksandra Staszko ;/person/Aleksandra+Staszko-579915;579915
 Maria Winiarska ;/person/Maria+Winiarska-78016;78016
 Robert Brylewski ;/person/Robert+Brylewski-134543;134543
 Michał Chaciński ;/person/Micha%C5%82+Chaci%C5%84ski-1863111;1863111
 Adam Probosz ;/person/Adam+Probosz-61359;61359
 Dawid Antkowiak ;/person/Dawid+Antkowiak-121459;121459
 Andrzej Mrożewski I ;/person/Andrzej+Mro%C5%BCewski-64317;64317
 Olga Bielska ;/person/Olga+Bielska-48668;48668
 Kamil Przystał ;/person/Kamil+Przysta%C5%82-1103258;1103258
 Ewa Skoczkowska ;/person/Ewa+Skoczkowska-12373;12373
 Maciej Ferlak ;/person/Maciej+Ferlak-142551;142551
 Dorota Kuduk ;/person/Dorota+Kuduk-990165;990165
 Anna Kaźmierczak I ;/person/Anna+Ka%C5%BAmierczak-58415;58415
 Sebastian Łach ;/person/Sebastian+%C5%81ach-129248;129248
 Tomasz Knapik ;/person/Tomasz+Knapik-609544;609544
 Mieczysław Janowski ;/person/Mieczys%C5%82aw+Janowski-47000;47000
 Monika Niemczyk ;/person/Monika+Niemczyk-47106;47106
 Łukasz Barczyk ;/person/%C5%81ukasz+Barczyk-43376;43376
 Magdalena Karel ;/person/Magdalena+Karel-235809;235809
 Monika Goździk ;/person/Monika+Go%C5%BAdzik-7030;7030
 Mirosław Kowalczyk I ;/person/Miros%C5%82aw+Kowalczyk-250796;250796
 Marek Nowicki ;/person/Marek+Nowicki-11779;11779
 Sylwia Boroń ;/person/Sylwia+Boro%C5%84-1583338;1583338
 Mirosława Lombardo ;/person/Miros%C5%82awa+Lombardo-6889;6889
 Agnieszka Rylik ;/person/Agnieszka+Rylik-153583;153583
 Wacław Jankowski I ;/person/Wac%C5%82aw+Jankowski-41782;41782
 Rafał Wieczyński ;/person/Rafa%C5%82+Wieczy%C5%84ski-47139;47139
 Joanna Kupińska ;/person/Joanna+Kupi%C5%84ska-229625;229625
 Janusz Leśniewski ;/person/Janusz+Le%C5%9Bniewski-64248;64248
 Józef Zbiróg ;/person/J%C3%B3zef+Zbir%C3%B3g-48615;48615
 Marek Nowakowski I ;/person/Marek+Nowakowski-60834;60834
 Anna Antonowicz ;/person/Anna+Antonowicz-131951;131951
 Ernest Lorek ;/person/Ernest+Lorek-987910;987910
 Jarosław Szczepaniak ;/person/Jaros%C5%82aw+Szczepaniak-379924;379924
 Aleksander Pietrzak ;/person/Aleksander+Pietrzak-1884080;1884080
 Mirosław Krawczyk ;/person/Miros%C5%82aw+Krawczyk-59012;59012
 Andrzej Szczytko ;/person/Andrzej+Szczytko-67419;67419
 Asja Łamtiugina ;/person/Asja+%C5%81amtiugina-73851;73851
 Łukasz Wójcik I ;/person/%C5%81ukasz+W%C3%B3jcik-1653012;1653012
 Izabella Dziarska ;/person/Izabella+Dziarska-59657;59657
 Paulina Młynarska ;/person/Paulina+M%C5%82ynarska-8906;8906
 Piotr Swend ;/person/Piotr+Swend-177631;177631
 Krzysztof Machowski ;/person/Krzysztof+Machowski-47796;47796
 Grzegorz Stosz ;/person/Grzegorz+Stosz-130573;130573
 Urszula Dębska ;/person/Urszula+D%C4%99bska-156669;156669
 Tomasz Budyta ;/person/Tomasz+Budyta-120310;120310
 Andrzej Ferenc ;/person/Andrzej+Ferenc-48226;48226
 Michał Kaleta ;/person/Micha%C5%82+Kaleta-646724;646724
 Miron Jagniewski ;/person/Miron+Jagniewski-1223711;1223711
 Justyna Schneider ;/person/Justyna+Schneider-1250850;1250850
 Michał Staszczak ;/person/Micha%C5%82+Staszczak-10106;10106
 Dariusz Wnuk ;/person/Dariusz+Wnuk-156409;156409
 Krzysztof Penderecki ;/person/Krzysztof+Penderecki-12034;12034
 Bogdan Brzyski ;/person/Bogdan+Brzyski-99805;99805
 Elżbieta Borkowska-Szukszta ;/person/El%C5%BCbieta+Borkowska+Szukszta-85823;85823
 Marta Honzatko ;/person/Marta+Honzatko-1258624;1258624
 Weronika Kosobudzka ;/person/Weronika+Kosobudzka-1193635;1193635
 Andrzej Barański ;/person/Andrzej+Bara%C5%84ski-44625;44625
 Joanna Jędrzejczyk ;/person/Joanna+J%C4%99drzejczyk-2406797;2406797
 Ewa Pielach-Mierzyńska ;/person/Ewa+Pielach+Mierzy%C5%84ska-40718;40718
 Elżbieta Golińska I ;/person/El%C5%BCbieta+Goli%C5%84ska-67286;67286
 Dorota Łukasiewicz-Kwietniewska ;/person/Dorota+%C5%81ukasiewicz+Kwietniewska-195275;195275
 Zbigniew Cynkutis ;/person/Zbigniew+Cynkutis-266914;266914
 Damian Ul ;/person/Damian+Ul-697764;697764
 Dawid Czupryński ;/person/Dawid+Czupry%C5%84ski-1208660;1208660
 Marian Wojtczak ;/person/Marian+Wojtczak-64347;64347
 Tomasz Olejarczyk ;/person/Tomasz+Olejarczyk-151668;151668
 Ryszard Fischbach ;/person/Ryszard+Fischbach-8714;8714
 Hanna Bieluszko ;/person/Hanna+Bieluszko-54767;54767
 Jan Duszyński ;/person/Jan+Duszy%C5%84ski-481520;481520
 Mariusz Wojciechowski ;/person/Mariusz+Wojciechowski-68228;68228
 Kazimierz Orzechowski ;/person/Kazimierz+Orzechowski-45972;45972
 Zofia Gładyszewska ;/person/Zofia+G%C5%82adyszewska-271492;271492
 Magdalena Gnatowska ;/person/Magdalena+Gnatowska-64032;64032
 Paweł Mykietyn ;/person/Pawe%C5%82+Mykietyn-90544;90544
 Mariusz Palej ;/person/Mariusz+Palej-110295;110295
 Magdalena Pociecha ;/person/Magdalena+Pociecha-1657093;1657093
 Beata Rakowska ;/person/Beata+Rakowska-86379;86379
 Konrad Darocha ;/person/Konrad+Darocha-1259109;1259109
 Robert Kozyra ;/person/Robert+Kozyra-1525145;1525145
 Hanna Schygulla ;/person/Hanna+Schygulla-6999;6999
 Mirosław Kotowicz ;/person/Miros%C5%82aw+Kotowicz-209972;209972
 Katarzyna Ucherska ;/person/Katarzyna+Ucherska-2060222;2060222
 Czesław Petelski ;/person/Czes%C5%82aw+Petelski-44597;44597
 Aleksandra Koncewicz ;/person/Aleksandra+Koncewicz-83893;83893
 Radosław Popłonikowski ;/person/Rados%C5%82aw+Pop%C5%82onikowski-99806;99806
 Krzysztof Kononowicz ;/person/Krzysztof+Kononowicz-1180382;1180382
 Maria Nowotarska ;/person/Maria+Nowotarska-56760;56760
 Franciszek Przybylski ;/person/Franciszek+Przybylski-151394;151394
 Paweł Ławrynowicz ;/person/Pawe%C5%82+%C5%81awrynowicz-379926;379926
 Kuba Molęda ;/person/Kuba+Mol%C4%99da-356396;356396
 Kazimierz Krzaczkowski ;/person/Kazimierz+Krzaczkowski-58953;58953
 Henryk Giżycki ;/person/Henryk+Gi%C5%BCycki-73569;73569
 Edward Sosna ;/person/Edward+Sosna-59472;59472
 Wojciech Kasperski I ;/person/Wojciech+Kasperski-618807;618807
 Piotr Skiba ;/person/Piotr+Skiba-70172;70172
 Witold Kałuski ;/person/Witold+Ka%C5%82uski-8826;8826
 Jerzy Zalewski II ;/person/Jerzy+Zalewski-12761;12761
 Jerzy Antczak I ;/person/Jerzy+Antczak-396;396
 Magdalena Kusa ;/person/Magdalena+Kusa-1293007;1293007
 Małgorzata Obłoza ;/person/Ma%C5%82gorzata+Ob%C5%82oza-132594;132594
 Paweł Kleszcz ;/person/Pawe%C5%82+Kleszcz-143222;143222
 Jerzy Pilch ;/person/Jerzy+Pilch-56094;56094
 Bernadetta Machała-Krzemińska ;/person/Bernadetta+Macha%C5%82a+Krzemi%C5%84ska-72550;72550
 Jakub Ulewicz ;/person/Jakub+Ulewicz-252866;252866
 Wiesław Znyk ;/person/Wies%C5%82aw+Znyk-257694;257694
 Adam Hutyra ;/person/Adam+Hutyra-8925;8925
 Marcin Zarzeczny ;/person/Marcin+Zarzeczny-923869;923869
 Stanisław Jędryka ;/person/Stanis%C5%82aw+J%C4%99dryka-49738;49738
 Małgorzata Walewska ;/person/Ma%C5%82gorzata+Walewska-70796;70796
 Martyna Wojciechowska ;/person/Martyna+Wojciechowska-221085;221085
 Eliza Ryciak ;/person/Eliza+Ryciak-58224;58224
 Łukasz Szczepanowski ;/person/%C5%81ukasz+Szczepanowski-2515641;2515641
 Andrzej Kostenko ;/person/Andrzej+Kostenko-45274;45274
 Katarzyna Groniec ;/person/Katarzyna+Groniec-198309;198309
 Andrzej Mrowiec ;/person/Andrzej+Mrowiec-61438;61438
 Maria Kania ;/person/Maria+Kania-1538386;1538386
 Grzegorz Łoszewski ;/person/Grzegorz+%C5%81oszewski-74187;74187
 Mirosław Jękot ;/person/Miros%C5%82aw+J%C4%99kot-146474;146474
 Jerzy Januszewicz ;/person/Jerzy+Januszewicz-66889;66889
 Przemysław Redkowski ;/person/Przemys%C5%82aw+Redkowski-513488;513488
 Tomasz Domagała ;/person/Tomasz+Domaga%C5%82a-725082;725082
 Krzysztof Gradowski ;/person/Krzysztof+Gradowski-419;419
 Monika Sołubianka ;/person/Monika+So%C5%82ubianka-42791;42791
 Robert Moskwa ;/person/Robert+Moskwa-293883;293883
 Gabriela Pietrucha ;/person/Gabriela+Pietrucha-643302;643302
 Justyna Sieńczyłło ;/person/Justyna+Sie%C5%84czy%C5%82%C5%82o-86466;86466
 Jacek Brzostyński ;/person/Jacek+Brzosty%C5%84ski-202730;202730
 Amin Bensalem ;/person/Amin+Bensalem-1590283;1590283
 Agata Wątróbska ;/person/Agata+W%C4%85tr%C3%B3bska-610712;610712
 Monika Jarosińska ;/person/Monika+Jarosi%C5%84ska-207391;207391
 Zofia Plewińska ;/person/Zofia+Plewi%C5%84ska-102194;102194
 Szymon Sędrowski ;/person/Szymon+S%C4%99drowski-389008;389008
 Paweł Dyllus ;/person/Pawe%C5%82+Dyllus-564941;564941
 Arkadiusz Smoleński ;/person/Arkadiusz+Smole%C5%84ski-115806;115806
 Andrzej Bogucki ;/person/Andrzej+Bogucki-48625;48625
 Michalina Rodak ;/person/Michalina+Rodak-1532510;1532510
 Robert Dudzik ;/person/Robert+Dudzik-418308;418308
 Boris Kaufman ;/person/Boris+Kaufman-41336;41336
 Włodzisław Ziembiński ;/person/W%C5%82odzis%C5%82aw+Ziembi%C5%84ski-48587;48587
 Tede ;/person/Tede-284848;284848
 Wojciech Turowski ;/person/Wojciech+Turowski-319421;319421
 Jacek Lusiński ;/person/Jacek+Lusi%C5%84ski-927858;927858
 Grzegorz Kulikowski ;/person/Grzegorz+Kulikowski-150090;150090
 Matylda Krajewska ;/person/Matylda+Krajewska-1138294;1138294
 Nina Roguż ;/person/Nina+Rogu%C5%BC-7493;7493
 Andrzej Przedworski ;/person/Andrzej+Przedworski-10755;10755
 Norbert Kaczorowski ;/person/Norbert+Kaczorowski-329941;329941
 Julia Kornacka I ;/person/Julia+Kornacka-651622;651622
 Janusz Warnecki ;/person/Janusz+Warnecki-69372;69372
 Władysław Grabowski I ;/person/W%C5%82adys%C5%82aw+Grabowski-44997;44997
 Milena Lisiecka ;/person/Milena+Lisiecka-445411;445411
 Bronisław Darski ;/person/Bronis%C5%82aw+Darski-48409;48409
 Krzysztof Hanke ;/person/Krzysztof+Hanke-414854;414854
 Marcin Chochlew ;/person/Marcin+Chochlew-7588;7588
 Adam Bajerski ;/person/Adam+Bajerski-93871;93871
 Antoni Ostrouch ;/person/Antoni+Ostrouch-44612;44612
 Diana Kadłubowska ;/person/Diana+Kad%C5%82ubowska-617341;617341
 Dominika Łakomska ;/person/Dominika+%C5%81akomska-381711;381711
 Bogusław Kierc ;/person/Bogus%C5%82aw+Kierc-8558;8558
 Marcel Wiercichowski ;/person/Marcel+Wiercichowski-426861;426861
 Krzysztof Radzimski ;/person/Krzysztof+Radzimski-136135;136135
 Krzysztof Piątkowski ;/person/Krzysztof+Pi%C4%85tkowski-108819;108819
 Robert Szewczyk ;/person/Robert+Szewczyk-2255789;2255789
 Szymon Mysłakowski ;/person/Szymon+Mys%C5%82akowski-635985;635985
 Marta Alaborska ;/person/Marta+Alaborska-421952;421952
 Józef Hen ;/person/J%C3%B3zef+Hen-11987;11987
 Michał Piróg ;/person/Micha%C5%82+Pir%C3%B3g-827743;827743
 Jan Batory ;/person/Jan+Batory-48411;48411
 Bartosz Cierlica ;/person/Bartosz+Cierlica-726005;726005
 Hubert Zduniak I ;/person/Hubert+Zduniak-232883;232883
 Michał Dworczyk ;/person/Micha%C5%82+Dworczyk-8722;8722
 Roman Sykała ;/person/Roman+Syka%C5%82a-41010;41010
 Kamil Lemieszewski ;/person/Kamil+Lemieszewski-948633;948633
 Władysław Krasnowiecki ;/person/W%C5%82adys%C5%82aw+Krasnowiecki-49981;49981
 Katarzyna Nosowska ;/person/Katarzyna+Nosowska-434684;434684
 Konrad Łęcki ;/person/Konrad+%C5%81%C4%99cki-1907596;1907596
 Marcin Masecki ;/person/Marcin+Masecki-1113410;1113410
 Justyna Sieniawska ;/person/Justyna+Sieniawska-498592;498592
 Tomasz Kubiatowicz ;/person/Tomasz+Kubiatowicz-124698;124698
 Ryszard Sobolewski ;/person/Ryszard+Sobolewski-79318;79318
 Adam Adamonis ;/person/Adam+Adamonis-706635;706635
 Adriana Kalska ;/person/Adriana+Kalska-1775805;1775805
 Marcin Mroziński I ;/person/Marcin+Mrozi%C5%84ski-1217840;1217840
 Piotr Dumała ;/person/Piotr+Duma%C5%82a-56850;56850
 Krystyna Ciechomska ;/person/Krystyna+Ciechomska-47811;47811
 Mirosława Garlicka ;/person/Miros%C5%82awa+Garlicka-393975;393975
 Szymon Radzimierski ;/person/Szymon+Radzimierski-2594003;2594003
 Wojciech Kalinowski ;/person/Wojciech+Kalinowski-282401;282401
 Dariusz Starczewski ;/person/Dariusz+Starczewski-31698;31698
 Robert Kowalski ;/person/Robert+Kowalski-152093;152093
 Maciej Małysa ;/person/Maciej+Ma%C5%82ysa-7500;7500
 Konrad Marszałek ;/person/Konrad+Marsza%C5%82ek-243883;243883
 Marcin Kołodyński ;/person/Marcin+Ko%C5%82ody%C5%84ski-162393;162393
 Irena Eichlerówna ;/person/Irena+Eichler%C3%B3wna-63593;63593
 Monika Świtaj ;/person/Monika+%C5%9Awitaj-5763;5763
 Matthias Habich ;/person/Matthias+Habich-4378;4378
 Katarzyna Radochońska ;/person/Katarzyna+Radocho%C5%84ska-156865;156865
 Gosia Dobrowolska ;/person/Gosia+Dobrowolska-6795;6795
 Renata Kossobudzka ;/person/Renata+Kossobudzka-48373;48373
 Łukasz Dziemidok ;/person/%C5%81ukasz+Dziemidok-152948;152948
 Anna Kazejak ;/person/Anna+Kazejak-406589;406589
 Izabella Olejnik ;/person/Izabella+Olejnik-52536;52536
 Rafał Listopad ;/person/Rafa%C5%82+Listopad-607545;607545
 Zenon Burzyński ;/person/Zenon+Burzy%C5%84ski-50076;50076
 Maciej Wojtyszko ;/person/Maciej+Wojtyszko-50137;50137
 Artur Łodyga ;/person/Artur+%C5%81odyga-161350;161350
 Katarzyna Grabowska II ;/person/Katarzyna+Grabowska-493504;493504
 Dorota Kwiatkowska-Rae ;/person/Dorota+Kwiatkowska+Rae-47120;47120
 Helmut Bakaitis ;/person/Helmut+Bakaitis-151061;151061
 Wojciech Dmochowski ;/person/Wojciech+Dmochowski-294517;294517
 Seweryn Krajewski ;/person/Seweryn+Krajewski-12725;12725
 Bartosz Konopka ;/person/Bartosz+Konopka-97742;97742
 Piotr Krukowski ;/person/Piotr+Krukowski-51034;51034
 Beata Fudalej ;/person/Beata+Fudalej-92948;92948
 Natalia Safran ;/person/Natalia+Safran-596136;596136
 Abelard Giza ;/person/Abelard+Giza-286174;286174
 Antonina Gordon-Górecka ;/person/Antonina+Gordon+G%C3%B3recka-48388;48388
 Natalia Sikora ;/person/Natalia+Sikora-1817723;1817723
 Jarosław Szoda ;/person/Jaros%C5%82aw+Szoda-11902;11902
 Adam Gradowski ;/person/Adam+Gradowski-2589786;2589786
 Aleksander Ford I ;/person/Aleksander+Ford-12812;12812
 Sylwia Nowiczewska ;/person/Sylwia+Nowiczewska-156820;156820
 Kazimierz Meres ;/person/Kazimierz+Meres-47926;47926
 Zygmunt Apostoł ;/person/Zygmunt+Aposto%C5%82-7045;7045
 Anna Pleskaczewska-Halcewicz ;/person/Anna+Pleskaczewska+Halcewicz-325774;325774
 Marek Brodzki ;/person/Marek+Brodzki-12944;12944
 Jan Kanty Pawluśkiewicz ;/person/Jan+Kanty+Pawlu%C5%9Bkiewicz-12092;12092
 Jarosław Witaszczyk ;/person/Jaros%C5%82aw+Witaszczyk-825656;825656
 Jan Hrynkiewicz ;/person/Jan+Hrynkiewicz-2202013;2202013
 Kordian Piwowarski ;/person/Kordian+Piwowarski-96931;96931
 Natalia Brożyńska ;/person/Natalia+Bro%C5%BCy%C5%84ska-1626587;1626587
 Tadeusz Hanusek ;/person/Tadeusz+Hanusek-152899;152899
 Maciej Radel ;/person/Maciej+Radel-707238;707238
 Andrzej Wilk ;/person/Andrzej+Wilk-8942;8942
 Marta Bizoń ;/person/Marta+Bizo%C5%84-266293;266293
 Jarosław Kret ;/person/Jaros%C5%82aw+Kret-1505115;1505115
 Adam Walaciński ;/person/Adam+Walaci%C5%84ski-44599;44599
 Małgorzata Lipmann ;/person/Ma%C5%82gorzata+Lipmann-64255;64255
 Miłosz Konkel ;/person/Mi%C5%82osz+Konkel-1560608;1560608
 Aleksandra Bednarz ;/person/Aleksandra+Bednarz-783831;783831
 Piotr Bondyra ;/person/Piotr+Bondyra-905468;905468
 Elwira Pluta ;/person/Elwira+Pluta-44541;44541
 Agnieszka Glińska II ;/person/Agnieszka+Gli%C5%84ska-955218;955218
 Stanisław Różewicz ;/person/Stanis%C5%82aw+R%C3%B3%C5%BCewicz-47626;47626
 Beata Paluch ;/person/Beata+Paluch-57596;57596
 Bożena Rogalska ;/person/Bo%C5%BCena+Rogalska-91682;91682
 Krzysztof Jaroszyński ;/person/Krzysztof+Jaroszy%C5%84ski-102753;102753
 Bartosz Kopeć ;/person/Bartosz+Kope%C4%87-604221;604221
 Stanisław Woliński ;/person/Stanis%C5%82aw+Woli%C5%84ski-48616;48616
 Halina Prugar-Ketling ;/person/Halina+Prugar+Ketling-366750;366750
 Janusz Łagodziński ;/person/Janusz+%C5%81agodzi%C5%84ski-232881;232881
 Stanisław Loth ;/person/Stanis%C5%82aw+Loth-12760;12760
 Wojciech Tremiszewski ;/person/Wojciech+Tremiszewski-421514;421514
 Jakub Mróz ;/person/Jakub+Mr%C3%B3z-1603291;1603291
 Barbara Lubos-Święs ;/person/Barbara+Lubos+%C5%9Awi%C4%99s-403177;403177
 Iga Krefft ;/person/Iga+Krefft-774991;774991
 Aleksander Iwaniec ;/person/Aleksander+Iwaniec-42794;42794
 Tadeusz Kosarewicz ;/person/Tadeusz+Kosarewicz-10401;10401
 Krzysztof Soszyński ;/person/Krzysztof+Soszy%C5%84ski-1785142;1785142
 Andrzej Konic ;/person/Andrzej+Konic-45947;45947
 Matylda Baczyńska ;/person/Matylda+Baczy%C5%84ska-739767;739767
 Agnieszka Dulęba-Kasza ;/person/Agnieszka+Dul%C4%99ba+Kasza-104753;104753
 Andrzej Balcerzak ;/person/Andrzej+Balcerzak-41011;41011
 Maciej A. Maciejewski ;/person/Maciej+A.+Maciejewski-255893;255893
 Jakub Strzelecki ;/person/Jakub+Strzelecki-625676;625676
 Paweł Łęski ;/person/Pawe%C5%82+%C5%81%C4%99ski-124699;124699
 Grażyna Krukówna ;/person/Gra%C5%BCyna+Kruk%C3%B3wna-49065;49065
